Region,Value,Year,Metric_Type
PAÍS VASCO,0.004947798456650165,2020,Tasa de Variación Interanual
"RIOJA, LA",0.0066246056782335305,2020,Tasa de Variación Interanual
CEUTA,-0.003537735849056589,2020,Tasa de Variación Interanual
MELILLA,0.0034762456546928444,2020,Tasa de Variación Interanual
ANDALUCÍA,8488.2,2021,Número de Habitantes
ARAGÓN,1330.7,2021,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1007.3,2021,Número de Habitantes
"BALEARS, ILLES",1182.3,2021,Número de Habitantes
CANARIAS,2176.9,2021,Número de Habitantes
CANTABRIA,584.6,2021,Número de Habitantes
CASTILLA Y LEÓN,2376.7,2021,Número de Habitantes
CASTILLA - LA MANCHA,2050.9,2021,Número de Habitantes
CATALUÑA,7734.5,2021,Número de Habitantes
COMUNITAT VALENCIANA,5072.7,2021,Número de Habitantes
EXTREMADURA,1058.4,2021,Número de Habitantes
GALICIA,2691.0,2021,Número de Habitantes
"MADRID, COMUNIDAD DE",6717.7,2021,Número de Habitantes
"MURCIA, REGIÓN DE",1521.4,2021,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",661.3,2021,Número de Habitantes
PAÍS VASCO,2204.2,2021,Número de Habitantes
"RIOJA, LA",319.2,2021,Número de Habitantes
CEUTA,83.1,2021,Número de Habitantes
MELILLA,85.8,2021,Número de Habitantes
ANDALUCÍA,0.17927716339858238,2021,Estructura Porcentual
ARAGÓN,0.028105384101987884,2021,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.02127493304721755,2021,Estructura Porcentual
"BALEARS, ILLES",0.02497106457036167,2021,Estructura Porcentual
CANARIAS,0.04597776407275676,2021,Estructura Porcentual
CANTABRIA,0.012347191362457441,2021,Estructura Porcentual
CASTILLA Y LEÓN,0.0501976902346093,2021,Estructura Porcentual
CASTILLA - LA MANCHA,0.043316549376093,2021,Estructura Porcentual
CATALUÑA,0.16335845294718968,2021,Estructura Porcentual
COMUNITAT VALENCIANA,0.10713923644258956,2021,Estructura Porcentual
EXTREMADURA,0.022354203451975637,2021,Estructura Porcentual
GALICIA,0.05683594245017615,2021,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.14188287276014427,2021,Estructura Porcentual
"MURCIA, REGIÓN DE",0.032133111424636936,2021,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.013967153007172606,2021,Estructura Porcentual
PAÍS VASCO,0.046554360590367244,2021,Estructura Porcentual
"RIOJA, LA",0.006741743898214874,2021,Estructura Porcentual
CEUTA,0.001755134454704436,2021,Estructura Porcentual
MELILLA,0.0018121604839186596,2021,Estructura Porcentual
ANDALUCÍA,0.002634096788292073,2021,Tasa de Variación Interanual
ARAGÓN,-0.0006008261359369271,2021,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",-0.007194953676325722,2021,Tasa de Variación Interanual
"BALEARS, ILLES",0.002373887240356032,2021,Tasa de Variación Interanual
CANARIAS,-0.0016052100532012448,2021,Tasa de Variación Interanual
CANTABRIA,0.002572457554450347,2021,Tasa de Variación Interanual
CASTILLA Y LEÓN,-0.005231876778838074,2021,Tasa de Variación Interanual
CASTILLA - LA MANCHA,0.002443912214673327,2021,Tasa de Variación Interanual
CATALUÑA,0.0005950917864396832,2021,Tasa de Variación Interanual
COMUNITAT VALENCIANA,0.0033625412900291085,2021,Tasa de Variación Interanual
EXTREMADURA,-0.0038588235294116924,2021,Tasa de Variación Interanual
GALICIA,-0.0028901734104046506,2021,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",-0.0016496254904292407,2021,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",0.0050204782666138925,2021,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.00045385779122542047,2021,Tasa de Variación Interanual
PAÍS VASCO,-0.004381408374362072,2021,Tasa de Variación Interanual
"RIOJA, LA",0.0003133813851456946,2021,Tasa de Variación Interanual
CEUTA,-0.016568047337278125,2021,Tasa de Variación Interanual
MELILLA,-0.009237875288683584,2021,Tasa de Variación Interanual
ANDALUCÍA,8547.7,2022,Número de Habitantes
ARAGÓN,1334.8,2022,Número de Habitantes
"ASTURIAS, PRINCIPADO DE",1005.5,2022,Número de Habitantes
"BALEARS, ILLES",1198.5,2022,Número de Habitantes
CANARIAS,2199.3,2022,Número de Habitantes
CANTABRIA,586.9,2022,Número de Habitantes
CASTILLA Y LEÓN,2379.6,2022,Número de Habitantes
CASTILLA - LA MANCHA,2071.2,2022,Número de Habitantes
CATALUÑA,7831.9,2022,Número de Habitantes
COMUNITAT VALENCIANA,5162.2,2022,Número de Habitantes
EXTREMADURA,1055.6,2022,Número de Habitantes
GALICIA,2696.1,2022,Número de Habitantes
"MADRID, COMUNIDAD DE",6807.6,2022,Número de Habitantes
"MURCIA, REGIÓN DE",1540.7,2022,Número de Habitantes
"NAVARRA, COMUNIDAD FORAL DE",668.3,2022,Número de Habitantes
PAÍS VASCO,2211.1,2022,Número de Habitantes
"RIOJA, LA",320.9,2022,Número de Habitantes
CEUTA,83.1,2022,Número de Habitantes
MELILLA,85.2,2022,Número de Habitantes
ANDALUCÍA,0.17887456577240196,2022,Estructura Porcentual
ARAGÓN,0.02793286736701126,2022,Estructura Porcentual
"ASTURIAS, PRINCIPADO DE",0.021041727702674422,2022,Estructura Porcentual
"BALEARS, ILLES",0.025080567530238983,2022,Estructura Porcentual
CANARIAS,0.04602394006612816,2022,Estructura Porcentual
CANTABRIA,0.01228183986941782,2022,Estructura Porcentual
CASTILLA Y LEÓN,0.04979701167706022,2022,Estructura Porcentual
CASTILLA - LA MANCHA,0.043343238605449294,2022,Estructura Porcentual
CATALUÑA,0.16389528313732055,2022,Estructura Porcentual
COMUNITAT VALENCIANA,0.10802745574017494,2022,Estructura Porcentual
EXTREMADURA,0.022090151927342736,2022,Estructura Porcentual
GALICIA,0.05642029046164148,2022,Estructura Porcentual
"MADRID, COMUNIDAD DE",0.14246013476750513,2022,Estructura Porcentual
"MURCIA, REGIÓN DE",0.032241660737454485,2022,Estructura Porcentual
"NAVARRA, COMUNIDAD FORAL DE",0.013985267651613443,2022,Estructura Porcentual
PAÍS VASCO,0.04627087431465283,2022,Estructura Porcentual
"RIOJA, LA",0.006715355961997237,2022,Estructura Porcentual
CEUTA,0.0017390030552881595,2022,Estructura Porcentual
MELILLA,0.0017829489808730591,2022,Estructura Porcentual
ANDALUCÍA,0.007009731156193411,2022,Tasa de Variación Interanual
ARAGÓN,0.003081085143157747,2022,Tasa de Variación Interanual
"ASTURIAS, PRINCIPADO DE",-0.0017869552268440225,2022,Tasa de Variación Interanual
"BALEARS, ILLES",0.013702106064450659,2022,Tasa de Variación Interanual
CANARIAS,0.01028986172998314,2022,Tasa de Variación Interanual
CANTABRIA,0.003934314060896282,2022,Tasa de Variación Interanual
CASTILLA Y LEÓN,0.001220179240122965,2022,Tasa de Variación Interanual
CASTILLA - LA MANCHA,0.009898093519917994,2022,Tasa de Variación Interanual
CATALUÑA,0.012592927791065911,2022,Tasa de Variación Interanual
COMUNITAT VALENCIANA,0.0176434640329608,2022,Tasa de Variación Interanual
EXTREMADURA,-0.002645502645502784,2022,Tasa de Variación Interanual
GALICIA,0.001895206243032188,2022,Tasa de Variación Interanual
"MADRID, COMUNIDAD DE",0.013382556529764722,2022,Tasa de Variación Interanual
"MURCIA, REGIÓN DE",0.012685684238201711,2022,Tasa de Variación Interanual
"NAVARRA, COMUNIDAD FORAL DE",0.010585210948132362,2022,Tasa de Variación Interanual
PAÍS VASCO,0.0031303874421559907,2022,Tasa de Variación Interanual
"RIOJA, LA",0.005325814536340845,2022,Tasa de Variación Interanual
CEUTA,0.0,2022,Tasa de Variación Interanual
MELILLA,-0.006993006993006978,2022,Tasa de Variación Interanual
