"Codi","Nom","Codi comarca","Nom comarca","UTM X","UTM Y","Longitud","Latitud","Georeferència"
"170558","Colomers","10","Baix Empordà","498,931.5462","4,659,145.252","2.987081633","42.08438237","POINT (2.987081633 42.08438237)"
"251930","Sant Llorenç de Morunys","35","Solsonès","383,552.495","4,665,975.411","1.590910882","42.13724558","POINT (1.590910882 42.13724558)"
"172174","Viladamat","02","Alt Empordà","506,100.6297","4,664,518.206","3.073817047","42.13275084","POINT (3.073817047 42.13275084)"
"430976","Nou de Gaià, la","36","Tarragonès","363,610.5046","4,560,328.305","1.373803061","41.18283352","POINT (1.373803061 41.18283352)"
"259059","Ribera d'Ondara","32","Segarra","361,880.9904","4,609,771.216","1.341908077","41.62771708","POINT (1.341908077 41.62771708)"
"251863","Riner","35","Solsonès","377,644.2545","4,641,351.145","1.524576147","41.91463777","POINT (1.524576147 41.91463777)"
"250621","Camarasa","23","Noguera","323,894.1722","4,638,103.757","0.877764265","41.87525565","POINT (0.877764265 41.87525565)"
"170268","Borrassà","02","Alt Empordà","493,906.6866","4,674,545.314","2.926166502","42.22305885","POINT (2.926166502 42.22305885)"
"170656","Esponellà","28","Pla de l'Estany","483,235.3136","4,669,488.322","2.797006406","42.17735796","POINT (2.797006406 42.17735796)"
"170617","Das","15","Cerdanya","406,956.6423","4,690,545.999","1.870114118","42.3616204","POINT (1.870114118 42.3616204)"
"252537","Vilosell, el","18","Garrigues","328,305.7381","4,583,342.429","0.94660253","41.38329641","POINT (0.94660253 41.38329641)"
"170963","Llosses, les","31","Ripollès","427,288.5674","4,666,910.84","2.119950002","42.15094845","POINT (2.119950002 42.15094845)"
"080620","Castellnou de Bages","07","Bages","403,425.2236","4,632,013.935","1.836910755","41.8341297","POINT (1.836910755 41.8341297)"
"170280","Brunyola i Sant Martí Sapresa","34","Selva","473,817.1362","4,639,242.65","2.684319914","41.9046929","POINT (2.684319914 41.9046929)"
"431362","Ràpita, la","22","Montsià","296,361.8519","4,499,391.02","0.592536631","40.62026987","POINT (0.592536631 40.62026987)"
"431665","Vilallonga del Camp","36","Tarragonès","349,594.6226","4,563,773.237","1.205916871","41.21136969","POINT (1.205916871 41.21136969)"
"170412","Cantallops","02","Alt Empordà","493,908.7327","4,696,710.56","2.925957603","42.42268242","POINT (2.925957603 42.42268242)"
"081846","Rubí","40","Vallès Occidental","419,143.9597","4,593,993.757","2.031335058","41.49348467","POINT (2.031335058 41.49348467)"
"172266","Vilamalla","02","Alt Empordà","497,583.2738","4,673,891.651","2.970718914","42.21719177","POINT (2.970718914 42.21719177)"
"170890","Llagostera","20","Gironès","491,016.6056","4,630,775.146","2.891817464","41.82881009","POINT (2.891817464 41.82881009)"
"081424","Nou de Berguedà, la","14","Berguedà","407,906.5095","4,668,795.958","1.885103187","42.16588441","POINT (1.885103187 42.16588441)"
"430897","Montferri","01","Alt Camp","363,105.6871","4,569,496.144","1.365731905","41.26529763","POINT (1.365731905 41.26529763)"
"082665","Cerdanyola del Vallès","40","Vallès Occidental","428,271.4845","4,593,624.005","2.140715332","41.49102342","POINT (2.140715332 41.49102342)"
"080121","Avinyó","07","Bages","414,578.2644","4,635,119.855","1.970760811","41.86338143","POINT (1.970760811 41.86338143)"
"430574","Febró, la","08","Baix Camp","332,828.6549","4,571,453.377","1.003933683","41.27722074","POINT (1.003933683 41.27722074)"
"431251","Riba-roja d'Ebre","30","Ribera d'Ebre","289,502.5728","4,569,656.725","0.487657559","41.25092506","POINT (0.487657559 41.25092506)"
"251522","Oluges, les","32","Segarra","360,208.0462","4,617,473.24","1.320031043","41.69676951","POINT (1.320031043 41.69676951)"
"170010","Agullana","02","Alt Empordà","487,356.821","4,693,545.394","2.846385617","42.39409786","POINT (2.846385617 42.39409786)"
"171984","Torroella de Fluvià","02","Alt Empordà","503,347.6609","4,669,237.234","3.040533504","42.175269","POINT (3.040533504 42.175269)"
"251804","Puiggròs","18","Garrigues","323,983.4786","4,602,156.92","0.889455565","41.55171932","POINT (0.889455565 41.55171932)"
"171267","Parlavà","10","Baix Empordà","502,630.6277","4,652,424.069","3.031775971","42.0238438","POINT (3.031775971 42.0238438)"
"080689","Cervelló","11","Baix Llobregat","412,971.8686","4,583,253.787","1.958951323","41.39611352","POINT (1.958951323 41.39611352)"
"251253","Llardecans","33","Segrià","295,154.6856","4,583,181.681","0.550502483","41.37409493","POINT (0.550502483 41.37409493)"
"430705","Guiamets, els","29","Priorat","311,305.4778","4,552,496.511","0.752965188","41.10184911","POINT (0.752965188 41.10184911)"
"081022","Igualada","06","Anoia","384,757.9817","4,603,926.033","1.617581375","41.57871621","POINT (1.617581375 41.57871621)"
"431634","Vendrell, el","12","Baix Penedès","377,208.2917","4,564,227.698","1.53509551","41.22012232","POINT (1.53509551 41.22012232)"
"082687","Cercs","14","Berguedà","405,962.4906","4,666,618.969","1.861924391","42.14605031","POINT (1.861924391 42.14605031)"
"431359","Salomó","36","Tarragonès","363,789.0024","4,565,453.384","1.374788777","41.22901123","POINT (1.374788777 41.22901123)"
"250637","Canejan","39","Aran","315,181.9469","4,745,346.78","0.738490358","42.83836792","POINT (0.738490358 42.83836792)"
"081290","Muntanyola","24","Osona","431,759.7679","4,636,603.31","2.177584873","41.87840992","POINT (2.177584873 41.87840992)"
"250899","Farrera","26","Pallars Sobirà","357,956.7246","4,707,296.396","1.271152918","42.50499961","POINT (1.271152918 42.50499961)"
"172168","Viladasens","20","Gironès","494,186.5794","4,660,363.29","2.92969952","42.09533185","POINT (2.92969952 42.09533185)"
"170499","Celrà","20","Gironès","489,601.773","4,652,732.276","2.874392042","42.02655538","POINT (2.874392042 42.02655538)"
"431750","Vilalba dels Arcs","37","Terra Alta","282,582.4557","4,555,435.733","0.410194282","41.12112328","POINT (0.410194282 41.12112328)"
"430311","Borges del Camp, les","08","Baix Camp","333,873.5831","4,559,744.803","1.019587184","41.17203008","POINT (1.019587184 41.17203008)"
"170464","Castellfollit de la Roca","19","Garrotxa","462,831.6051","4,674,245.55","2.549651308","42.21949879","POINT (2.549651308 42.21949879)"
"081901","Saldes","14","Berguedà","395,706.5456","4,676,011.062","1.736147373","42.22932023","POINT (1.736147373 42.22932023)"
"430141","Amposta","22","Montsià","295,671.307","4,509,762.73","0.581007048","40.71345238","POINT (0.581007048 40.71345238)"
"082704","Sitges","17","Garraf","400,428.7148","4,565,534.855","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"430537","Duesaigües","08","Baix Camp","326,347.6251","4,557,034.367","0.930692032","41.14605326","POINT (0.930692032 41.14605326)"
"250978","Fulleda","18","Garrigues","335,005.8143","4,592,046.392","1.02431182","41.46305309","POINT (1.02431182 41.46305309)"
"082188","Sant Joan de Vilatorrada","07","Bages","400,626.1452","4,622,210.941","1.804848323","41.74550716","POINT (1.804848323 41.74550716)"
"252038","Seu d'Urgell, la","04","Alt Urgell","373,377.1766","4,690,681.507","1.462430747","42.35809762","POINT (1.462430747 42.35809762)"
"251771","Preixens","23","Noguera","338,056.0974","4,628,746.426","1.050887005","41.79405026","POINT (1.050887005 41.79405026)"
"171328","Peralada","02","Alt Empordà","500,658.5089","4,683,965.876","3.00798995","42.30792626","POINT (3.00798995 42.30792626)"
"171501","Riudellots de la Selva","34","Selva","483,677.3932","4,637,936.335","2.803237748","41.89319249","POINT (2.803237748 41.89319249)"
"251581","Palau d'Anglesola, el","27","Pla d'Urgell","323,536.193","4,613,269.485","0.880824357","41.65164643","POINT (0.880824357 41.65164643)"
"170904","Llambilles","20","Gironès","488,331.3922","4,641,020.305","2.859278593","41.92105157","POINT (2.859278593 41.92105157)"
"089019","Rupit i Pruit","24","Osona","455,680.3782","4,652,502.89","2.464658159","42.02330972","POINT (2.464658159 42.02330972)"
"170887","Lladó","02","Alt Empordà","484,606.6933","4,677,295.389","2.813404691","42.24769882","POINT (2.813404691 42.24769882)"
"171962","Terrades","02","Alt Empordà","486,731.7488","4,684,220.384","2.839005502","42.31010567","POINT (2.839005502 42.31010567)"
"171946","Susqueda","34","Selva","462,481.4627","4,651,445.517","2.546874149","42.01414038","POINT (2.546874149 42.01414038)"
"082606","Santa Perpètua de Mogoda","40","Vallès Occidental","431,884.0134","4,598,424.667","2.183444726","41.53457583","POINT (2.183444726 41.53457583)"
"170911","Llanars","31","Ripollès","445,956.6966","4,685,620.695","2.344137229","42.32095448","POINT (2.344137229 42.32095448)"
"430884","Montbrió del Camp","08","Baix Camp","332,417.8476","4,554,074.242","1.003792637","41.12068106","POINT (1.003792637 41.12068106)"
"081568","Palau-solità i Plegamans","40","Vallès Occidental","431,520.8829","4,604,309.194","2.178421008","41.58754343","POINT (2.178421008 41.58754343)"
"170157","Banyoles","28","Pla de l'Estany","480,473.8957","4,662,727.006","2.763796776","42.11639909","POINT (2.763796776 42.11639909)"
"431649","Vespella de Gaià","36","Tarragonès","362,716.6276","4,561,756.135","1.362829038","41.19553911","POINT (1.362829038 41.19553911)"
"430995","Palma d'Ebre, la","30","Ribera d'Ebre","304,530.6208","4,572,746.593","0.665882597","41.28250815","POINT (0.665882597 41.28250815)"
"430290","Blancafort","16","Conca de Barberà","346,213.8088","4,589,009.303","1.159223964","41.43793699","POINT (1.159223964 41.43793699)"
"430094","Alforja","08","Baix Camp","330,255.5948","4,564,096.385","0.975275129","41.21045485","POINT (0.975275129 41.21045485)"
"170708","Fontanilles","10","Baix Empordà","508,976.5306","4,650,885.163","3.108405998","42.00993664","POINT (3.108405998 42.00993664)"
"081385","Moià","42","Moianès","424,990.2373","4,629,393.767","2.096923027","41.81286912","POINT (2.096923027 41.81286912)"
"081705","Prats de Rei, els","06","Anoia","378,702.0799","4,618,110.101","1.542081512","41.70553776","POINT (1.542081512 41.70553776)"
"081192","Masquefa","06","Anoia","400,835.9402","4,595,155.897","1.81185265","41.50189427","POINT (1.81185265 41.50189427)"
"080240","Borredà","14","Berguedà","416,861.0816","4,665,325.653","1.993986452","42.13563637","POINT (1.993986452 42.13563637)"
"250864","Esterri d'Àneu","26","Pallars Sobirà","346,106.8121","4,721,246.508","1.123235174","42.62829782","POINT (1.123235174 42.62829782)"
"089045","Badia del Vallès","40","Vallès Occidental","426,053.9829","4,595,645.707","2.113905197","41.50903011","POINT (2.113905197 41.50903011)"
"171387","Portbou","02","Alt Empordà","513,365.1799","4,697,131.311","3.16246997","42.42638049","POINT (3.16246997 42.42638049)"
"250557","Biosca","35","Solsonès","363,681.1732","4,633,496.239","1.358077757","41.84163239","POINT (1.358077757 41.84163239)"
"250404","Balaguer","23","Noguera","317,578.8285","4,628,758.98","0.804588928","41.78971866","POINT (0.804588928 41.78971866)"
"250220","Alòs de Balaguer","23","Noguera","330,861.1877","4,642,082.501","0.960531325","41.91258932","POINT (0.960531325 41.91258932)"
"251832","Rialp","26","Pallars Sobirà","346,702.6575","4,700,756.472","1.135992931","42.4439851","POINT (1.135992931 42.4439851)"
"080386","Callús","07","Bages","398,938.0598","4,626,202.778","1.783871713","41.78124073","POINT (1.783871713 41.78124073)"
"431457","Selva del Camp, la","08","Baix Camp","343,815.9227","4,564,315.141","1.136882482","41.21515423","POINT (1.136882482 41.21515423)"
"430939","Móra d'Ebre","30","Ribera d'Ebre","301,940.7545","4,551,776.771","0.641767088","41.09314292","POINT (0.641767088 41.09314292)"
"430332","Botarell","08","Baix Camp","331,190.6416","4,555,825.009","0.988701528","41.13618814","POINT (0.988701528 41.13618814)"
"082093","Sant Fost de Campsentelles","41","Vallès Oriental","435,997.0059","4,596,630.633","2.232936617","41.51875719","POINT (2.232936617 41.51875719)"
"251272","Lles de Cerdanya","15","Cerdanya","391,931.6761","4,693,946.181","1.687061793","42.39029165","POINT (1.687061793 42.39029165)"
"082634","Sant Vicenç dels Horts","11","Baix Llobregat","417,211.8726","4,582,895.754","2.009712625","41.39333667","POINT (2.009712625 41.39333667)"
"080291","Cabrera de Mar","21","Maresme","449,384.0318","4,597,329.532","2.393308926","41.52601029","POINT (2.393308926 41.52601029)"
"439044","Aldea, l'","09","Baix Ebre","299,087.7533","4,513,273.673","0.620293809","40.74589422","POINT (0.620293809 40.74589422)"
"431135","Pont d'Armentera, el","01","Alt Camp","363,119.9417","4,582,651.209","1.362939374","41.38374894","POINT (1.362939374 41.38374894)"
"430653","Garcia","30","Ribera d'Ebre","302,654.0533","4,556,594.338","0.648705737","41.13667673","POINT (0.648705737 41.13667673)"
"081094","Lluçà","43","Lluçanès","423,331.4501","4,657,750.824","2.073264042","42.06808229","POINT (2.073264042 42.06808229)"
"431592","Vallfogona de Riucorb","16","Conca de Barberà","352,930.9237","4,602,771.273","1.236228855","41.56309674","POINT (1.236228855 41.56309674)"
"082055","Sant Cugat del Vallès","40","Vallès Occidental","423,377.946","4,591,323.72","2.082391608","41.46985344","POINT (2.082391608 41.46985344)"
"251327","Massoteres","32","Segarra","359,656.1301","4,628,646.262","1.310765521","41.79726476","POINT (1.310765521 41.79726476)"
"431248","Riba, la","01","Alt Camp","347,484.5505","4,575,698.026","1.177776121","41.31833693","POINT (1.177776121 41.31833693)"
"083020","Vilanova del Camí","06","Anoia","386,131.9784","4,603,187.021","1.634199238","41.57225855","POINT (1.634199238 41.57225855)"
"082690","Seva","24","Osona","440,245.2819","4,632,110.656","2.280295766","41.83863507","POINT (2.280295766 41.83863507)"
"081141","Martorell","11","Baix Llobregat","410,719.9312","4,591,966.818","1.930730461","41.4743361","POINT (1.930730461 41.4743361)"
"250680","Castellnou de Seana","27","Pla d'Urgell","331,056.6781","4,612,707.849","0.971241769","41.64822014","POINT (0.971241769 41.64822014)"
"080958","Granera","42","Moianès","421,582.1586","4,619,719.778","2.057173474","41.72541716","POINT (2.057173474 41.72541716)"
"171637","Sant Gregori","20","Gironès","480,087.1516","4,648,730.041","2.759594318","41.99032564","POINT (2.759594318 41.99032564)"
"251207","Lleida","33","Segrià","302,272.9144","4,609,721.951","0.626842574","41.61473059","POINT (0.626842574 41.61473059)"
"083073","Vilanova i la Geltrú","17","Garraf","393,232.3263","4,564,418.219","1.726180234","41.22411114","POINT (1.726180234 41.22411114)"
"082747","Súria","07","Bages","396,500.3883","4,631,815.336","1.753565253","41.83146668","POINT (1.753565253 41.83146668)"
"081884","Sagàs","14","Berguedà","414,070.4218","4,655,941.891","1.961603058","42.05083423","POINT (1.961603058 42.05083423)"
"082346","Sant Pere de Vilamajor","41","Vallès Oriental","449,285.1658","4,614,984.561","2.390629567","41.68501897","POINT (2.390629567 41.68501897)"
"171447","Regencós","10","Baix Empordà","514,245.2169","4,644,556.08","3.171880236","41.95285504","POINT (3.171880236 41.95285504)"
"430516","Cunit","12","Baix Penedès","385,530.6623","4,561,645.961","1.634836815","41.19809301","POINT (1.634836815 41.19809301)"
"081311","Montesquiu","24","Osona","434,675.5021","4,662,279.745","2.209866277","42.10989357","POINT (2.209866277 42.10989357)"
"080811","Fogars de Montclús","41","Vallès Oriental","453,688.2081","4,619,686.534","2.443167054","41.72763658","POINT (2.443167054 41.72763658)"
"080155","Badalona","13","Barcelonès","437,170.1396","4,588,989.202","2.247791638","41.45002603","POINT (2.247791638 41.45002603)"
"171680","Sant Joan de Mollet","20","Gironès","495,267.5393","4,654,864.274","2.942815805","42.04581194","POINT (2.942815805 42.04581194)"
"081897","Sant Pere Sallavinera","06","Anoia","381,287.1096","4,621,508.087","1.572465286","41.73652419","POINT (1.572465286 41.73652419)"
"080478","Cardona","07","Bages","390,558.2718","4,640,971.046","1.680327797","41.91311035","POINT (1.680327797 41.91311035)"
"170979","Madremanya","20","Gironès","496,481.4945","4,648,695.255","2.957521494","41.9902562","POINT (2.957521494 41.9902562)"
"081635","Pineda de Mar","21","Maresme","474,138.1547","4,608,468.362","2.689529503","41.62752246","POINT (2.689529503 41.62752246)"
"082943","Vallgorguina","41","Vallès Oriental","459,322.7846","4,610,728.332","2.511522938","41.64725988","POINT (2.511522938 41.64725988)"
"080538","Castellbell i el Vilar","07","Bages","405,081.1537","4,609,256.497","1.860478136","41.62939237","POINT (1.860478136 41.62939237)"
"080667","Castellví de Rosanes","11","Baix Llobregat","408,078.9068","4,589,303.834","1.89951114","41.45005532","POINT (1.89951114 41.45005532)"
"081332","Montmaneu","06","Anoia","367,918.2323","4,609,482.007","1.414420497","41.62613551","POINT (1.414420497 41.62613551)"
"252081","Soriguera","26","Pallars Sobirà","348,634.6055","4,693,563.446","1.161365174","42.37961756","POINT (1.161365174 42.37961756)"
"430069","Aldover","09","Baix Ebre","289,355.2609","4,528,421.64","0.500003865","40.87979172","POINT (0.500003865 40.87979172)"
"252304","Torregrossa","27","Pla d'Urgell","319,262.7891","4,605,428.644","0.831905372","41.58011517","POINT (0.831905372 41.58011517)"
"431080","Pla de Santa Maria, el","01","Alt Camp","356,882.545","4,580,728.947","1.288826246","41.36535634","POINT (1.288826246 41.36535634)"
"171766","Sant Mori","02","Alt Empordà","499,295.85","4,666,755.211","2.991477146","42.15292172","POINT (2.991477146 42.15292172)"
"252069","Soleràs, el","18","Garrigues","306,240.1152","4,587,320.928","0.68162869","41.41409377","POINT (0.68162869 41.41409377)"
"430960","Morera de Montsant, la","29","Priorat","319,230.626","4,570,446.478","0.841974773","41.26522842","POINT (0.841974773 41.26522842)"
"170274","Breda","34","Selva","463,331.2087","4,621,945.465","2.558967397","41.74848568","POINT (2.558967397 41.74848568)"
"431495","Tivenys","09","Baix Ebre","290,480.286","4,531,471.636","0.512315345","40.90752993","POINT (0.512315345 40.90752993)"
"430733","Llorac","16","Conca de Barberà","358,830.895","4,601,921.227","1.307155552","41.55650686","POINT (1.307155552 41.55650686)"
"430607","Flix","30","Ribera d'Ebre","294,660.3758","4,567,326.658","0.549946451","41.23128181","POINT (0.549946451 41.23128181)"
"430326","Bot","37","Terra Alta","280,080.3577","4,543,046.733","0.384843145","41.00896452","POINT (0.384843145 41.00896452)"
"250576","Bòrdes, Es","39","Aran","313,306.9945","4,734,247.617","0.719236909","42.73803938","POINT (0.719236909 42.73803938)"
"172137","Vidreres","34","Selva","481,747.5444","4,626,447.399","2.780328583","41.78967114","POINT (2.780328583 41.78967114)"
"431346","Rourell, el","01","Alt Camp","350,619.4659","4,565,252.106","1.217774332","41.2248745","POINT (1.217774332 41.2248745)"
"431227","Renau","36","Tarragonès","358,454.6466","4,565,147.173","1.31123847","41.22533836","POINT (1.31123847 41.22533836)"
"430831","Milà, el","01","Alt Camp","349,755.1511","4,567,863.657","1.206824514","41.24822743","POINT (1.206824514 41.24822743)"
"080142","Aiguafreda","24","Osona ","437,612.1891","4,624,388.539","2.249396729","41.76888504","POINT (2.249396729 41.76888504)"
"250334","Artesa de Lleida","33","Segrià","308,465.3458","4,602,555.57","0.703394598","41.55174258","POINT (0.703394598 41.55174258)"
"431129","Poboleda","29","Priorat","319,417.5992","4,566,828.472","0.845276091","41.23270288","POINT (0.845276091 41.23270288)"
"080706","Collsuspina","42","Moianès","431,515.258","4,630,763.72","2.175314238","41.82579764","POINT (2.175314238 41.82579764)"
"080431","Canyelles","17","Garraf","393,012.6049","4,571,266.612","1.722358067","41.28575598","POINT (1.722358067 41.28575598)"
"250241","Alt Àneu","26","Pallars Sobirà","344,918.7715","4,721,903.568","1.108575263","42.63397364","POINT (1.108575263 42.63397364)"
"081213","Mataró","21","Maresme","453,697.8499","4,598,832.642","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"430206","Banyeres del Penedès","12","Baix Penedès","381,146.9226","4,570,741.333","1.580800344","41.27936622","POINT (1.580800344 41.27936622)"
"080961","Granollers","41","Vallès Oriental","440,575.0878","4,606,509.613","2.286822072","41.60808662","POINT (2.286822072 41.60808662)"
"081265","Montgat","21","Maresme","439,765.9677","4,590,845.595","2.278681615","41.4669452","POINT (2.278681615 41.4669452)"
"252167","Talavera","32","Segarra","361,491.9515","4,604,683.211","1.338415635","41.58183982","POINT (1.338415635 41.58183982)"
"081249","Mollet del Vallès","41","Vallès Oriental","434,126.017","4,598,496.65","2.210310853","41.53541184","POINT (2.210310853 41.53541184)"
"171117","Navata","02","Alt Empordà","488,490.6788","4,674,628.356","2.860538506","42.22374573","POINT (2.860538506 42.22374573)"
"082671","Sentmenat","40","Vallès Occidental","428,025.2728","4,606,754.459","2.136193226","41.60925884","POINT (2.136193226 41.60925884)"
"082270","Sant Martí Sarroca","03","Alt Penedès","383,859.8176","4,582,463.007","1.610944411","41.38531544","POINT (1.610944411 41.38531544)"
"430635","Galera, la","22","Montsià","285,661.9432","4,506,501.223","0.463731007","40.68155614","POINT (0.463731007 40.68155614)"
"170926","Llançà","02","Alt Empordà","512,414.8327","4,689,982.198","3.150763207","42.36201125","POINT (3.150763207 42.36201125)"
"082981","Vic","24","Osona","438,172.0719","4,642,269.531","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"082423","Marganell","07","Bages","399,481.0549","4,610,542.932","1.793045527","41.64029098","POINT (1.793045527 41.64029098)"
"082191","Vilassar de Mar","21","Maresme","449,297.0116","4,594,707.529","2.392486809","41.50238859","POINT (2.392486809 41.50238859)"
"170340","Calonge i Sant Antoni","10","Baix Empordà","506,294.4011","4,634,354.158","3.075838423","41.86107184","POINT (3.075838423 41.86107184)"
"170123","Avinyonet de Puigventós","02","Alt Empordà","493,008.7075","4,677,467.326","2.915250376","42.2493678","POINT (2.915250376 42.2493678)"
"251142","Ivorra","32","Segarra","366,656.1182","4,625,646.204","1.395661121","41.77146172","POINT (1.395661121 41.77146172)"
"080728","Corbera de Llobregat","11","Baix Llobregat","410,386.8819","4,585,504.81","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"081136","Manresa","07","Bages","402,428.1287","4,619,692.923","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"081691","Prat de Llobregat, el","11","Baix Llobregat","424,105.8298","4,575,869.691","2.093044846","41.33073627","POINT (2.093044846 41.33073627)"
"172076","Vall d'en Bas, la","19","Garrotxa","455,291.5394","4,662,985.765","2.459160667","42.11769812","POINT (2.459160667 42.11769812)"
"080174","Balenyà","24","Osona","436,477.1764","4,629,560.22","2.235188771","41.81537217","POINT (2.235188771 41.81537217)"
"430727","Lloar, el","29","Priorat","311,378.2911","4,561,830.113","0.750961695","41.1858784","POINT (0.750961695 41.1858784)"
"082476","Santa Eulàlia de Riuprimer","24","Osona","432,708.3315","4,640,200.788","2.188605638","41.91088985","POINT (2.188605638 41.91088985)"
"251057","Granyena de les Garrigues","18","Garrigues","303,658.1697","4,589,442.614","0.650071322","41.43256244","POINT (0.650071322 41.43256244)"
"081995","Sant Bartomeu del Grau","24","Osona","431,832.3885","4,647,914.744","2.177151812","41.98028526","POINT (2.177151812 41.98028526)"
"250061","Albagés, l'","18","Garrigues","311,155.7699","4,591,046.571","0.739237187","41.44879641","POINT (0.739237187 41.44879641)"
"082310","Sant Pere de Ribes","17","Garraf","397,142.3954","4,568,602.82","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"171753","Sant Miquel de Fluvià","02","Alt Empordà","499,329.6522","4,668,891.264","2.991883821","42.17215993","POINT (2.991883821 42.17215993)"
"171236","Palol de Revardit","28","Pla de l'Estany","483,107.5405","4,657,496.37","2.795806377","42.06935071","POINT (2.795806377 42.06935071)"
"081228","Mediona","03","Alt Penedès","384,055.8948","4,592,618.021","1.611341144","41.47678877","POINT (1.611341144 41.47678877)"
"081108","Malgrat de Mar","21","Maresme","478,410.1764","4,610,450.333","2.740742879","41.64550143","POINT (2.740742879 41.64550143)"
"081477","Olesa de Montserrat","11","Baix Llobregat","407,742.9852","4,599,684.852","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"172060","Urús","15","Cerdanya","405,456.6305","4,689,346.009","1.852098708","42.35063439","POINT (1.852098708 42.35063439)"
"252154","Talarn","25","Pallars Jussà","326,581.4122","4,672,546.581","0.899943075","42.18585502","POINT (0.899943075 42.18585502)"
"082567","Santa Maria de Martorelles","41","Vallès Oriental","437,701.0091","4,596,706.62","2.253349207","41.51957597","POINT (2.253349207 41.51957597)"
"080654","Castellví de la Marca","03","Alt Penedès","384,363.1486","4,575,915.993","1.61821029","41.32643174","POINT (1.61821029 41.32643174)"
"251517","Olius","35","Solsonès","380,443.3115","4,648,268.135","1.556913968","41.97734627","POINT (1.556913968 41.97734627)"
"080403","Canet de Mar","21","Maresme","465,195.4783","4,604,171.983","2.582425003","41.58848471","POINT (2.582425003 41.58848471)"
"252287","Torrefarrera","33","Segrià","300,805.9449","4,616,246.689","0.607077676","41.67308438","POINT (0.607077676 41.67308438)"
"430402","Capçanes","29","Priorat","313,680.4796","4,552,246.492","0.78130284","41.10014659","POINT (0.78130284 41.10014659)"
"430555","Falset","29","Priorat","317,068.2924","4,557,275.509","0.820118665","41.14618499","POINT (0.820118665 41.14618499)"
"171886","Selva de Mar, la","02","Alt Empordà","515,406.8057","4,685,820.231","3.186985848","42.32447472","POINT (3.186985848 42.32447472)"
"170195","Besalú","19","Garrotxa","475,176.6376","4,671,902.452","2.699326775","42.19888607","POINT (2.699326775 42.19888607)"
"171805","Santa Coloma de Farners","34","Selva","472,011.349","4,634,453.418","2.662775243","41.86149583","POINT (2.662775243 41.86149583)"
"250390","Baix Pallars","26","Pallars Sobirà","340,506.5476","4,687,521.499","1.064357054","42.32360869","POINT (1.064357054 42.32360869)"
"081976","Sant Andreu de Llavaneres","21","Maresme","456,928.0839","4,602,659.483","2.483347205","41.57445867","POINT (2.483347205 41.57445867)"
"082917","Vacarisses","40","Vallès Occidental","409,905.0411","4,606,589.847","1.918781001","41.60593686","POINT (1.918781001 41.60593686)"
"431286","Riudecols","08","Baix Camp","330,230.1906","4,559,476.773","0.9762538","41.16886235","POINT (0.9762538 41.16886235)"
"170242","Bolvir","15","Cerdanya","407,842.7222","4,696,849.002","1.879863587","42.41848025","POINT (1.879863587 42.41848025)"
"080930","Gisclareny","14","Berguedà","399,891.5693","4,678,251.034","1.786464763","42.25003708","POINT (1.786464763 42.25003708)"
"251826","Puigverd de Lleida","33","Segrià","310,955.8496","4,601,596.589","0.733536105","41.54370384","POINT (0.733536105 41.54370384)"
"081918","Sallent","07","Bages","408,207.2222","4,630,832.897","1.894674687","41.82406284","POINT (1.894674687 41.82406284)"
"430189","Arnes","37","Terra Alta","269,280.2601","4,532,396.798","0.260519691","40.91015257","POINT (0.260519691 40.91015257)"
"431763","Vimbodí i Poblet","16","Conca de Barberà","337,086.8416","4,585,031.29","1.051107112","41.400326","POINT (1.051107112 41.400326)"
"082861","Torre de Claramunt, la","06","Anoia","388,067.0658","4,598,860.897","1.658209642","41.5335756","POINT (1.658209642 41.5335756)"
"081878","Sabadell","40","Vallès Occidental","425,650.0138","4,599,796.716","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"082798","Terrassa","40","Vallès Occidental","417,476.0153","4,601,726.781","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"250729","Cervera","32","Segarra","356,080.4117","4,614,115.996","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"252458","Vilaller","05","Alta Ribagorça","312,356.6378","4,705,196.802","0.717205843","42.47639332","POINT (0.717205843 42.47639332)"
"082444","Santa Coloma de Cervelló","11","Baix Llobregat","417,721.8526","4,580,184.746","2.016180072","41.36897282","POINT (2.016180072 41.36897282)"
"431107","Pobla de Massaluca, la","37","Terra Alta","278,055.4998","4,562,246.778","0.353860191","41.1811873","POINT (0.353860191 41.1811873)"
"430056","Alcover","01","Alt Camp","346,720.5084","4,569,526.847","1.170205538","41.26263186","POINT (1.170205538 41.26263186)"
"082359","Sant Pol de Mar","21","Maresme","468,429.752","4,605,460.243","2.621160222","41.60022259","POINT (2.621160222 41.60022259)"
"251137","Ivars d'Urgell","27","Pla d'Urgell","332,434.9953","4,616,423.449","0.98674138","41.68195747","POINT (0.98674138 41.68195747)"
